instance,text,category
262,er op staan binnen 1/2 weken gehoord te worden,proactive
263,vragen om afspraak bij andere arts/polikliniek of zich bij de situatie neerleggen.,proactive
264,"toch er op staan om een afspraak maken zoals toegezegd door de behandelend arts,en anders een andere arts raadplegen.",proactive
265,zeggen dat de arts had gezegd dat het van belang was om over 14 dagen terug te komen. De wachtlijst zou in gaan tegen het advies van de arts.,passive
266,Uitkijken naar een andere arts,destructive
267,"contact met arts opnemen en instemmen met afspraak over een maand. Zou het niet nakomen van een afspraak zich herhalen, overwegen en kenbaar te maken een andere arts te benaderen.",somewhat
268,contact opnemen met de arts,somewhat
269,zich aan de afspraak van de arts houden,proactive
270,Aangeven dat de arts er op staat dat hij binnen 2 weken bij hem langs moest komen en de receptie dat dan maar even met hem moet overleggen.,proactive
271,Aandringen op een afspraak over 2 weken,proactive
272,aangeven dat hij van de arts over 2 weken moet terugkomen en niet eerder weggaan totdat hij die afspraak heeft staan.,proactive
273,Aandringen op 2 weken,proactive
274,Tegen de assistent zeggen dat de arts 'twee weken' heeft gezegd en aandringen op een eerdere afspraak.,proactive
275,"weer naar de dokter gaan, om te zeggen dat hij niet eerder dan over vier weken te komen. dat vindt de dokter ook goed.",proactive
276,Jan gaat terug naar de arts en legt hem de situatie voor. De arts kan dan samen met Jan een oplossing zoeken.,proactive
277,"Bij ernstige klachten receptie contact op laten nemen met arts, anders afspraak maken voor over 4 weken",proactive
278,Met de receptie overleggen of er echt geen manier is om over twee weken een afspraak te kunnen maken. En anders met de dokter overleggen of het goed is dat hij pas over een maand komt.,proactive
279,"Jan moet aan de assistente vragen of zij met de arts wil overleggen of hij (de arts) daarmee akkoord gaat. Zo niet, dan moet de assistente een extra afspraak inboeken bij de arts.",proactive
280,Duidelijk op de afspraak refereren en eisen deze na te komen,proactive
281,De secretaresse ovlaten overleggen met de arts.,proactive
282,Aangeven dat de arts hem over 2 weken wil zien. Dan moet er gelegenheid zijn die afspraak na te komen. Desnoods verwijzen naar de arts.,proactive
283,Jan moet vertellen dat de arts heeft gezegd over 2 weken terug te komen.,passive
284,voet bij stuk houden en anders een andere dokter,proactive
285,"Ik zou dit terugkoppelen richting de arts en eventueel de arts er op dat moment bijhalen. Ik zou op dit moment niet over me heen laten lopen, aangezien de arts dit tijdsbestek heeft aangegeven.",proactive
286,"Wat Jan moet doen weet ik niet, maar mij is dat wel vaker overkomen en ik accepteer het meestal maar.  Dus mijn advies is, doe dat ook maar en als het echt slechter gaat gewoon even bellen, dat wil meestal wel helpen.  Dan kan het vaak ineens wel is mijn ervaring.  Als je te veel trammelant maakt aan de balie wordt dat ook niet in dank afgenomen.  Dus accepteer maar Jan.",passive
287,Als de gezondheidheidstoestand dit niet  toelaat moet Jan dit niet  zomaar accepteren. Of de arts heeft teveel patienten of de planning is niet goed. Wachtlijsten zijn vaak te lang.Oorzaak???,passive
288,vertellen dat dit het advies van de arts is en er op staan om binnen 2 weken die afspraak te maken,passive
289,Contact opnemen met de arts of over een maand ook ok‚ was.,proactive
290,"Nogmaals benadrukken dat de arts gesteld heeft dat de afspraak over twee weken zou moeten plaatsvinden. Bij herhaalde 'onmogelijkheid', van de receptionist(e) verlangen dat - in aanwezigheid van Jan - de arts gebeld wordt om e.e.a. te overleggen.",proactive
291,Dat de afspraak eerder moet op advies van de arts,passive
292,Afspraak accepteren over een maand en enorm zijn best doen om de conditie te verbeteren.,passive
293,"Andere arts zoeken, en melding maken bij de verzekering",destructive
294,"Aangeven dat de arts hem over twee weken wil zien, misschien is een telefonische afspraak een optie.",somewhat
295,Vertellen dat hij van de doktor over twee weken een afspraak moet hebben.,passive
296,"Vertellen dat de arts hem gezegd heeft:   over 2 weken... en dat moet die juf dan maar regelen,",passive
297,"zich neerleggen bij de situatie, het is niet zo belangrijk om te weten of de conditie verbeterd is dat het niet 2 weken later kan",passive
298,De persoon van de receptie er op attenderen dat het tijdstip van de afspraak  is gekozen door zijn arts. En dan samen in samenspraak met de arts een beslissing nemen.,proactive
299,Protest indienen,proactive
300,Aangeven dat het toch echt noodzakelijk is om over twee weken een afspraak te maken.,proactive
301,zeggen wat de arts heeft gezegd,passive
302,"de receptie verwijzen naar de arts, die vervolgens het belang moet aangeven van de termijn waarop jan terug moet komen.",proactive
303,rustig blijven het is geen levens bedreigde situatie misschien is de conditie dan beter,passive
304,De receptie terug verwijzen naar de behandelend arts.,proactive
305,Gewoon zeggen dat hij een afspraak voor over twee weken wil. Punt uit.,proactive
306,hij kan oefenen om zijn conditie beter te maken.,passive
307,Erop staan dat de afpraak over 2 weken moet plaatsvinden.,proactive
308,er op staan dat hij een afspraak moet hebben over twee weken op advies van de arts,proactive
309,"terug gaan naar de arts,en vragen of hij in de receptie plaats wil nemen.",proactive
310,alvast beginnen met zijn conditie proberen te verbeteren,passive
311,Jan zou moeten zoeken naar een arts die snel tijd voor hem heeft en een second opinion moeten vragen.,destructive
312,laten navragen aan arts of dat voor zijn gezondheid consequenties kan hebben,proactive
313,Er op wijzen dat de arts over een andere periode sprak. Aan de arts laten vragen of de verlenging van de wachtperiode acceptabel is. Als dit niet zo is dan aandringen op afspraak over twee weken.,proactive
314,de receptie er op wijzen dat het advies van de dokter komt en niet van hem dat ze daar maar met de dokter moeten op nemen om dit recht te breien.,proactive
315,De afspraak over een maand plannen. Die twee extra weken zal ook niet uitmaken voor de uitslag van het onderzoek.,passive
316,Teruggaan naar de dokter en een afspraak eisen!,proactive
317,"Andere arts zoeken, deze heeft het te druk.",destructive
318,Jan moet de assistente zeggen dat hij van de arts over 2 weken moet terugkomen en dat zij dit dan met de arts moet kortsluiten hoe het probleem moet worden opgelost.,proactive
319,"Jan moet aangeven dat de arts hem verzocht heeft een afspraak over 2 weken te maken. Jan kan aangeven dat dit ook telefonisch kan, Anders dient de assistente te overleggen met de arts wat hier wijsheid is en de noodzaak van de afspraak",proactive
320,"Bij de receptie aangeven, dat de arts hem over twee weken terug wilde zien",passive
321,niet acepteren.,proactive
322,Vragen of de receptioniste wil overleggen met de arts of het wel zo lang kan wachten.,proactive
323,Hameren op het advies van de arts. Belang uitleggen van een afspraak over twee weken. Evt. vragen of er een mogelijkheid is tot een vrij spreekuur.,proactive
324,"Laten merken dat hij na 14 dagen terug moet komen, en ook voor zijn gezondheid dan een afspraak wilt. Een maand duurt te lang. Elders controle via een andere arts of ziekenhuis.",proactive
325,doorzetten en zorgen dat de afspraak gemaakt wordt binnen 2 weken zoals door de arts is aangegeven.,proactive
326,door blijven vragen,passive
327,"naar de arts terug koppelen, eventueel de receptioniste met de arts contact laten opnemen.",proactive
328,"afspraak maken, en nog meer m'n best doen om een beter conditie te krijgen.",passive
329,Dat zij bij de arts dan tijd vrij moeten maken. Vooral omdat het om zijn eigen gezondheid gaat. Tegenwoordig dien je voor je zelf op te komen anders wordt er over je heen gelopen.,proactive
330,"protesteren,want de arts had gezegd over twee weken",proactive
331,Op zijn strepen staan en zeggen dat het uiterlijk over 2 weken ingepland moet worden,proactive
332,Ik zou tegen de receptioniste zeggen dat de arts gezegd heeft dat de afspraak over 2 weken moet plaats vinden en als dit niet mogelijk is dat zij even met de arts overlegd als het een probleem wordt als Jan 2 weken later komt. Is dit een probleem dan vind ik dat de arts en de receprioniste dit moeten oplossen,proactive
333,Advies vragen aan de arts,proactive
334,doordrammen en die iwee weken opeisen,proactive
335,De receptie er op wijzen dat de arts u over twee wilde zien,passive
336,Protesteren,proactive
337,Zeggen dat de receptie contact op moet nemen met de arts,proactive
338,Zeggen dat over twee weken belangrijk is en vragen om een oplossing. Blijven staan.,proactive
339,Aangeven dat de afspraak over twee weken zou zijn en hier ook vasthoudend in zijn.,proactive
340,Aangeven dat hij van de arts over 2 weken moet terugkomen en dat hij dat dan ook wil,proactive
341,Aangeven dat het belangrijk is dat afspraak over 2 weken moet plaatsvinden en dat als dit niet mocht lukken de arts geconsulteerd moet worden,proactive
342,Aangeven dat de arts hem over 2 weken weer wilde zien,passive
343,doen wat arts voorgeschreven heeft en niet anders,proactive
344,Contact opnemen met de receptie van de huisarts en vragen om een afspraak totdat die er ook is.   Niet opgeven totdat je een afspraak hebt.,proactive
345,Toch de eerste dag dat het kan een afspraak maken.,passive
346,"De assistente werkt in opdracht van de afdeling,dus moet hij wachten.",passive
347,Niet accepteren!Jan moet zeggen dat de dokter gezegd heeft 2 weken en niet 4 weken.Het zijn assistenten die dat zeggen en niet de dokter!Zij weten niet hoe Jan er aan toe is.,proactive
348,Jan zou moeten zeggen dat de arts heeft gezegd dat hij over 2 weken terug moet komen en dat hij dus een afspraak wil over 2 weken. Als de assistent niets doet dan haar verzoeken contact op te nemen met de arts.,proactive
349,protest indienen,proactive
350,"afspraak maken over een maand, bij de arts dit wel doorgeven als hij terugkomt.",passive
351,Aangeven dat het erg belangrijk is voor de gezondheid en proberen toch een afspraak te maken op kortere termijn.,passive
352,4 weken accepteren. Kan de conditie alleen maar beter worden beoordeeld.,passive
353,Jan had een verwijsbrief van de arts mee moeten krijgen voor deze afspraak,passive
354,Niet terug komen. Als ze het graag willen moeten ze maar een gaatje in de agenda vinden.,destructive
355,Vragen of de arts hem persoonlijk te woord wil staan.,proactive
356,Aan de arts vragen wat het beste is.,proactive
357,"Eerst aandringen om toch een korte afspraak te krijgen over 2 weken. Zo niet, dan werderom de arst raadplegen en met hem een nieuwe afspraak plannen.",proactive
358,klagen,proactive
359,"Jan zou moeten melden dat de arts hem over twee weken terug wil zien. Vraag de receptioniste even met de arts te overleggen. Indien het dan nog niet mogelijk is een afspraak op de gewenste dag te maken, maak dan, onder protest, een afspraak voor de eerst mogelijke dag.",proactive
360,"Jan, zou duidelijk moeten vertellen dat de arts hem aanraadde om over 14 dagen terug te komen en dat dit tenslotte om zijn gezondheid ging.",passive
361,Aan de receptie vertellen dat de arts instructies heeft gegeven over 2 weken terug te komen. Desnoods de arts erbij roepen.,proactive
362,mijn ongenoegen kenbaar maken,passive
363,"Jan moet de receptie contact op laten nemen met de arts, dat er gevraagd was om over twee weken terug te komen.",proactive
364,aan dringen zo spoedig mogelijk,proactive
365,Tegen de receptie zeggen dat ze contact met de arts moeten opnemen omdat deze 2 weken gezegd heeft.,proactive
366,"In elk geval kan Jan zeggen dat hij het advies heeft gekregen over twee weken terug te komen, en vragen of de receptie contact op wil nemen met de arts of een afspraak later ook kan.  ",proactive
367,ik er opstaan dat ze jan er maar tussen moeten schuiven,somewhat
368,Jan moet blijven proberen toch een afspraak over 2 weken te maken!,proactive
369,wachten,passive
370,"Uitleggen dat het echt over 2 weken moet, desnoods de arts erbij halen.",proactive
371,bij de receptie zeggen dat het binnen twee weken moet.,passive
372,"Tegen de assistent zeggen om even contact op te nemen met de arts, de afspraak moet echt over twee weken.",proactive
373,communicatie receptie en arts eerst maar eens goed laten afstemmen.,proactive
374,zeggen dat de arts hem over 2weken wil zien,passive
375,Afspraak maken voor over een maand.,passive
376,Zeggen dan de arts heeft gezeegd dat hij op die datum terug moest komen,passive
377,Zeggen dat hij met twee weken een afspraak moet hebben.,passive
378,gaan zitten balen,passive
379,de receptie mededelen dat wat zij willen in tegenspraak is met wat de arts wil.,passive
380,Het  laten  weten  dat  de  arts heeft gezegt dat  hij  over 2 weken  moest terug moest komen  en  dat zo  was afgesproken  met  de  arts. Omdat  het om  zijn gezondheid  gaat  dat  erg  belangerijk  is.,proactive
381,"een klacht indienen, aangezien een maand wachten wel erg lang is.",proactive
382,"de man/vrouw bij de receptie contact laten opnemen met de arts, om te vragen of 1 maand te lang is voor de controle.",proactive
383,Aangeven dat hij van de arts al over twee weken op controle moet komen. Mocht er iemand uitvallen dat ze contact openemen met Jan.,somewhat
